0.001 3.4452e+09 2.0628e+08
0.002 3.4354e+09 1.4585e+08
0.003 3.3996e+09 1.1907e+08
0.004 3.3856e+09 1.031e+08
0.005 3.4224e+09 9.2198e+07
0.006 3.327e+09 8.4141e+07
0.007 3.3826e+09 7.7874e+07
0.008 3.3683e+09 7.2817e+07
0.009 3.2453e+09 6.8624e+07
0.01 3.3773e+09 6.5071e+07
0.011 3.3234e+09 6.201e+07
0.012 3.3841e+09 5.9336e+07
0.013 3.2451e+09 5.6973e+07
0.014 3.1644e+09 5.4864e+07
0.015 3.2159e+09 5.2965e+07
0.016 3.2689e+09 5.1244e+07
0.017 3.3258e+09 4.9673e+07
0.018 3.2789e+09 4.8232e+07
0.019 3.1909e+09 4.6902e+07
0.02 3.2121e+09 4.5671e+07
0.021 3.1981e+09 4.4525e+07
0.022 3.2218e+09 4.3455e+07
0.023 3.1608e+09 4.2453e+07
0.024 3.161e+09 4.1511e+07
0.025 3.2295e+09 4.0624e+07
0.026 3.2192e+09 3.9786e+07
0.027 3.1429e+09 3.8992e+07
0.028 3.156e+09 3.8238e+07
0.029 3.0809e+09 3.7521e+07
0.03 3.0976e+09 3.6838e+07
0.031 3.0328e+09 3.6186e+07
0.032 3.0493e+09 3.5562e+07
0.033 3.0261e+09 3.4965e+07
0.034 3.0222e+09 3.4392e+07
0.035 3.0448e+09 3.3842e+07
0.036 2.9096e+09 3.3312e+07
0.037 3.0068e+09 3.2802e+07
0.038 2.9712e+09 3.2311e+07
0.039 2.9532e+09 3.1837e+07
0.04 2.9373e+09 3.1378e+07
0.041 2.8871e+09 3.0935e+07
0.042 2.853e+09 3.0506e+07
0.043 2.8263e+09 3.009e+07
0.044 2.9029e+09 2.9687e+07
0.045 2.8208e+09 2.9296e+07
0.046 2.8324e+09 2.8916e+07
0.047 2.7735e+09 2.8546e+07
0.048 2.7416e+09 2.8187e+07
0.049 2.7582e+09 2.7837e+07
0.05 2.6982e+09 2.7497e+07
0.051 2.6821e+09 2.7165e+07
0.052 2.7061e+09 2.6841e+07
0.053 2.6692e+09 2.6526e+07
0.054 2.6241e+09 2.6218e+07
0.055 2.5608e+09 2.5917e+07
0.056 2.587e+09 2.5623e+07
0.057 2.5143e+09 2.5336e+07
0.058 2.5498e+09 2.5055e+07
0.059 2.5044e+09 2.478e+07
0.06 2.4704e+09 2.4511e+07
0.061 2.4354e+09 2.4248e+07
0.062 2.4096e+09 2.399e+07
0.063 2.4122e+09 2.3738e+07
0.064 2.3806e+09 2.349e+07
0.065 2.3609e+09 2.3248e+07
0.066 2.3309e+09 2.301e+07
0.067 2.3242e+09 2.2776e+07
0.068 2.2358e+09 2.2548e+07
0.069 2.2808e+09 2.2323e+07
0.07 2.2149e+09 2.2103e+07
0.071 2.164e+09 2.1886e+07
0.072 2.1464e+09 2.1674e+07
0.073 2.1636e+09 2.1465e+07
0.074 2.1362e+09 2.126e+07
0.075 2.1187e+09 2.1058e+07
0.076 2.0888e+09 2.086e+07
0.077 1.9935e+09 2.0665e+07
0.078 2.0136e+09 2.0474e+07
0.079 1.9741e+09 2.0286e+07
0.08 1.9831e+09 2.0101e+07
0.081 1.9064e+09 1.9919e+07
0.082 1.9483e+09 1.974e+07
0.083 1.9174e+09 1.9564e+07
0.084 1.8805e+09 1.939e+07
0.085 1.8342e+09 1.922e+07
0.086 1.8243e+09 1.9052e+07
0.087 1.7922e+09 1.8887e+07
0.088 1.7636e+09 1.8725e+07
0.089 1.7464e+09 1.8565e+07
0.09 1.7279e+09 1.8407e+07
0.091 1.7077e+09 1.8252e+07
0.092 1.6746e+09 1.8099e+07
0.093 1.6174e+09 1.7949e+07
0.094 1.6149e+09 1.7801e+07
0.095 1.6167e+09 1.7655e+07
0.096 1.5725e+09 1.7512e+07
0.097 1.5722e+09 1.737e+07
0.098 1.5293e+09 1.7231e+07
0.099 1.5078e+09 1.7094e+07
0.1 1.4862e+09 1.6958e+07
0.101 1.4812e+09 1.6825e+07
0.102 1.4612e+09 1.6694e+07
0.103 1.4403e+09 1.6565e+07
0.104 1.4089e+09 1.6438e+07
0.105 1.382e+09 1.6312e+07
0.106 1.3651e+09 1.6189e+07
0.107 1.3392e+09 1.6067e+07
0.108 1.3078e+09 1.5947e+07
0.109 1.284e+09 1.5829e+07
0.11 1.2533e+09 1.5712e+07
0.111 1.2374e+09 1.5597e+07
0.112 1.2369e+09 1.5484e+07
0.113 1.197e+09 1.5373e+07
0.114 1.1572e+09 1.5263e+07
0.115 1.1974e+09 1.5154e+07
0.116 1.1648e+09 1.5048e+07
0.117 1.1321e+09 1.4943e+07
0.118 1.1034e+09 1.4839e+07
0.119 1.0972e+09 1.4737e+07
0.12 1.0676e+09 1.4636e+07
0.121 1.0441e+09 1.4537e+07
0.122 1.0173e+09 1.4439e+07
0.123 1.0394e+09 1.4343e+07
0.124 1.0071e+09 1.4248e+07
0.125 9.7483e+08 1.4154e+07
0.126 9.4039e+08 1.4062e+07
0.127 9.5317e+08 1.3971e+07
0.128 9.1446e+08 1.3881e+07
0.129 9.2353e+08 1.3793e+07
0.13 9.0543e+08 1.3706e+07
0.131 9.0007e+08 1.362e+07
0.132 8.83e+08 1.3535e+07
0.133 8.5207e+08 1.3452e+07
0.134 8.4254e+08 1.3369e+07
0.135 8.1861e+08 1.3288e+07
0.136 8.0886e+08 1.3208e+07
0.137 7.9511e+08 1.313e+07
0.138 7.813e+08 1.3052e+07
0.139 7.804e+08 1.2975e+07
0.14 7.5461e+08 1.29e+07
0.141 7.4867e+08 1.2825e+07
0.142 7.0892e+08 1.2752e+07
0.143 7.1067e+08 1.2679e+07
0.144 7.0171e+08 1.2608e+07
0.145 7.0327e+08 1.2538e+07
0.146 6.6896e+08 1.2468e+07
0.147 6.418e+08 1.24e+07
0.148 6.601e+08 1.2332e+07
0.149 6.2462e+08 1.2266e+07
0.15 6.1681e+08 1.22e+07
0.151 5.8228e+08 1.2135e+07
0.152 6.0237e+08 1.2072e+07
0.153 6.1861e+08 1.2009e+07
0.154 5.6546e+08 1.1947e+07
0.155 5.628e+08 1.1885e+07
0.156 5.4842e+08 1.1825e+07
0.157 5.4326e+08 1.1765e+07
0.158 5.3641e+08 1.1707e+07
0.159 5.1893e+08 1.1649e+07
0.16 5.065e+08 1.1591e+07
0.161 5.0775e+08 1.1535e+07
0.162 4.9606e+08 1.1479e+07
0.163 4.5848e+08 1.1424e+07
0.164 4.615e+08 1.137e+07
0.165 4.6204e+08 1.1317e+07
0.166 4.2648e+08 1.1264e+07
0.167 4.4446e+08 1.1212e+07
0.168 4.2718e+08 1.1161e+07
0.169 4.3064e+08 1.111e+07
0.17 4.1804e+08 1.106e+07
0.171 4.0934e+08 1.1011e+07
0.172 3.9728e+08 1.0962e+07
0.173 3.949e+08 1.0914e+07
0.174 3.8484e+08 1.0866e+07
0.175 3.5928e+08 1.082e+07
0.176 3.9896e+08 1.0773e+07
0.177 3.677e+08 1.0728e+07
0.178 3.4291e+08 1.0683e+07
0.179 3.437e+08 1.0638e+07
0.18 3.4395e+08 1.0594e+07
0.181 3.3309e+08 1.0551e+07
0.182 3.2729e+08 1.0508e+07
0.183 3.024e+08 1.0466e+07
0.184 2.7837e+08 1.0424e+07
0.185 2.8697e+08 1.0383e+07
0.186 3.1662e+08 1.0342e+07
0.187 2.739e+08 1.0302e+07
0.188 2.8116e+08 1.0262e+07
0.189 2.6926e+08 1.0223e+07
0.19 2.8225e+08 1.0184e+07
0.191 2.5371e+08 1.0146e+07
0.192 2.5163e+08 1.0108e+07
0.193 2.3992e+08 1.0071e+07
0.194 2.4992e+08 1.0034e+07
0.195 2.3784e+08 9.9978e+06
0.196 2.3257e+08 9.9619e+06
0.197 2.1191e+08 9.9263e+06
0.198 2.2054e+08 9.8912e+06
0.199 1.9893e+08 9.8566e+06
0.2 2.0534e+08 9.8223e+06
0.201 1.9843e+08 9.7884e+06
0.202 2.1298e+08 9.755e+06
0.203 2.0533e+08 9.7219e+06
0.204 1.8276e+08 9.6892e+06
0.205 1.7725e+08 9.6569e+06
0.206 1.9483e+08 9.625e+06
0.207 1.6314e+08 9.5935e+06
0.208 1.875e+08 9.5623e+06
0.209 1.6158e+08 9.5315e+06
0.21 1.7514e+08 9.5011e+06
0.211 1.6176e+08 9.471e+06
0.212 1.7508e+08 9.4412e+06
0.213 1.6319e+08 9.4118e+06
0.214 1.4374e+08 9.3827e+06
0.215 1.6518e+08 9.354e+06
0.216 1.4679e+08 9.3256e+06
0.217 1.4015e+08 9.2975e+06
0.218 1.3872e+08 9.2697e+06
0.219 1.3209e+08 9.2422e+06
0.22 1.1749e+08 9.2151e+06
0.221 1.2243e+08 9.1882e+06
0.222 1.2535e+08 9.1617e+06
0.223 1.3067e+08 9.1354e+06
0.224 1.2633e+08 9.1094e+06
0.225 1.1263e+08 9.0837e+06
0.226 1.069e+08 9.0583e+06
0.227 1.1471e+08 9.0332e+06
0.228 8.8729e+07 9.0084e+06
0.229 1.0143e+08 8.9838e+06
0.23 1.0767e+08 8.9595e+06
0.231 9.6997e+07 8.9354e+06
0.232 8.4346e+07 8.9116e+06
0.233 1.013e+08 8.8881e+06
0.234 8.4731e+07 8.8648e+06
0.235 7.263e+07 8.8418e+06
0.236 8.3665e+07 8.819e+06
0.237 8.0098e+07 8.7964e+06
0.238 7.9844e+07 8.7741e+06
0.239 7.1465e+07 8.752e+06
0.24 8.1255e+07 8.7301e+06
0.241 7.4349e+07 8.7085e+06
0.242 8.0045e+07 8.6871e+06
0.243 7.5914e+07 8.6659e+06
0.244 7.5368e+07 8.645e+06
0.245 6.0628e+07 8.6242e+06
0.246 4.8822e+07 8.6037e+06
0.247 5.2442e+07 8.5833e+06
0.248 5.7105e+07 8.5632e+06
0.249 4.918e+07 8.5432e+06
0.25 5.9407e+07 8.5235e+06
0.251 5.2493e+07 8.504e+06
0.252 6.2243e+07 8.4846e+06
0.253 4.7262e+07 8.4655e+06
0.254 6.7911e+07 8.4465e+06
0.255 4.9706e+07 8.4277e+06
0.256 6.1131e+07 8.4091e+06
0.257 4.7957e+07 8.3907e+06
0.258 4.5589e+07 8.3724e+06
0.259 3.297e+07 8.3543e+06
0.26 4.7034e+07 8.3364e+06
0.261 4.6817e+07 8.3187e+06
0.262 4.1117e+07 8.3011e+06
0.263 3.9788e+07 8.2837e+06
0.264 4.0028e+07 8.2664e+06
0.265 4.1117e+07 8.2493e+06
0.266 4.4893e+07 8.2324e+06
0.267 3.9532e+07 8.2156e+06
0.268 4.9407e+07 8.1989e+06
0.269 2.8152e+07 8.1824e+06
0.27 2.7233e+07 8.1661e+06
0.271 3.51e+07 8.1499e+06
0.272 3.5595e+07 8.1338e+06
0.273 4.815e+07 8.1179e+06
0.274 2.8418e+07 8.1021e+06
0.275 3.4674e+07 8.0864e+06
0.276 3.3854e+07 8.0709e+06
0.277 2.7548e+07 8.0555e+06
0.278 3.2943e+07 8.0402e+06
0.279 2.4337e+07 8.0251e+06
0.28 2.5471e+07 8.0101e+06
0.281 3.1601e+07 7.9952e+06
0.282 3.8326e+07 7.9804e+06
0.283 3.8376e+07 7.9658e+06
0.284 3.1242e+07 7.9512e+06
0.285 4.2603e+07 7.9368e+06
0.286 2.7963e+07 7.9225e+06
0.287 3.2337e+07 7.9083e+06
0.288 3.8308e+07 7.8942e+06
0.289 3.5906e+07 7.8802e+06
0.29 3.8759e+07 7.8664e+06
0.291 2.891e+07 7.8526e+06
0.292 4.0427e+07 7.8389e+06
0.293 1.271e+07 7.8253e+06
0.294 2.7469e+07 7.8119e+06
0.295 2.623e+07 7.7985e+06
0.296 2.7574e+07 7.7852e+06
0.297 2.3284e+07 7.772e+06
0.298 2.2088e+07 7.7589e+06
0.299 1.9504e+07 7.7459e+06
0.3 2.9961e+07 7.733e+06
0.301 2.4149e+07 7.7202e+06
0.302 3.1694e+07 7.7075e+06
0.303 3.9124e+07 7.6948e+06
0.304 2.7266e+07 7.6823e+06
0.305 3.5012e+07 7.6698e+06
0.306 3.6522e+07 7.6574e+06
0.307 1.7071e+07 7.6451e+06
0.308 3.1564e+07 7.6328e+06
0.309 2.6691e+07 7.6207e+06
0.31 4.3718e+07 7.6086e+06
0.311 2.71e+07 7.5966e+06
0.312 3.2392e+07 7.5846e+06
0.313 3.0134e+07 7.5728e+06
0.314 4.0535e+07 7.561e+06
0.315 3.9716e+07 7.5493e+06
0.316 2.4619e+07 7.5376e+06
0.317 3.2564e+07 7.526e+06
0.318 4.1291e+07 7.5145e+06
0.319 2.2927e+07 7.503e+06
0.32 2.102e+07 7.4917e+06
0.321 2.2272e+07 7.4803e+06
0.322 3.5583e+07 7.4691e+06
0.323 2.3103e+07 7.4579e+06
0.324 4.4623e+07 7.4467e+06
0.325 3.6386e+07 7.4357e+06
0.326 4.7974e+07 7.4246e+06
0.327 2.379e+07 7.4137e+06
0.328 2.9473e+07 7.4028e+06
0.329 3.6843e+07 7.3919e+06
0.33 4.7033e+07 7.3811e+06
0.331 3.0569e+07 7.3704e+06
0.332 3.0267e+07 7.3597e+06
0.333 4.0123e+07 7.3491e+06
0.334 3.4461e+07 7.3385e+06
0.335 3.3691e+07 7.328e+06
0.336 2.8414e+07 7.3175e+06
0.337 3.1313e+07 7.307e+06
0.338 3.959e+07 7.2967e+06
0.339 3.3852e+07 7.2863e+06
0.34 3.8293e+07 7.276e+06
0.341 4.4743e+07 7.2658e+06
0.342 4.4025e+07 7.2556e+06
0.343 3.209e+07 7.2454e+06
0.344 4.0425e+07 7.2353e+06
0.345 3.2373e+07 7.2253e+06
0.346 3.7855e+07 7.2152e+06
0.347 3.8345e+07 7.2053e+06
0.348 3.8614e+07 7.1953e+06
0.349 4.7232e+07 7.1854e+06
0.35 3.7106e+07 7.1756e+06
0.351 5.1358e+07 7.1658e+06
