0.001 1.7619e+09 9.9377e+07
0.002 1.745e+09 7.0262e+07
0.003 1.851e+09 5.7358e+07
0.004 1.721e+09 4.966e+07
0.005 1.7668e+09 4.4403e+07
0.006 1.6493e+09 4.0517e+07
0.007 1.7214e+09 3.7494e+07
0.008 1.7949e+09 3.5052e+07
0.009 1.7418e+09 3.3027e+07
0.01 1.7472e+09 3.131e+07
0.011 1.7635e+09 2.9829e+07
0.012 1.7391e+09 2.8535e+07
0.013 1.756e+09 2.739e+07
0.014 1.7478e+09 2.6367e+07
0.015 1.6975e+09 2.5446e+07
0.016 1.7259e+09 2.461e+07
0.017 1.7344e+09 2.3846e+07
0.018 1.7098e+09 2.3144e+07
0.019 1.6565e+09 2.2496e+07
0.02 1.6851e+09 2.1895e+07
0.021 1.7151e+09 2.1335e+07
0.022 1.651e+09 2.0811e+07
0.023 1.6756e+09 2.032e+07
0.024 1.6609e+09 1.9858e+07
0.025 1.6641e+09 1.9422e+07
0.026 1.6615e+09 1.901e+07
0.027 1.6079e+09 1.8618e+07
0.028 1.6239e+09 1.8246e+07
0.029 1.6029e+09 1.7892e+07
0.03 1.6079e+09 1.7554e+07
0.031 1.6226e+09 1.723e+07
0.032 1.5633e+09 1.692e+07
0.033 1.5639e+09 1.6623e+07
0.034 1.543e+09 1.6338e+07
0.035 1.5717e+09 1.6063e+07
0.036 1.5151e+09 1.5798e+07
0.037 1.533e+09 1.5543e+07
0.038 1.5185e+09 1.5296e+07
0.039 1.5174e+09 1.5058e+07
0.04 1.4993e+09 1.4827e+07
0.041 1.4881e+09 1.4603e+07
0.042 1.4758e+09 1.4387e+07
0.043 1.4743e+09 1.4176e+07
0.044 1.4328e+09 1.3972e+07
0.045 1.4341e+09 1.3773e+07
0.046 1.4159e+09 1.358e+07
0.047 1.4023e+09 1.3392e+07
0.048 1.3709e+09 1.3209e+07
0.049 1.3606e+09 1.303e+07
0.05 1.3602e+09 1.2856e+07
0.051 1.3333e+09 1.2685e+07
0.052 1.3101e+09 1.2519e+07
0.053 1.3179e+09 1.2357e+07
0.054 1.279e+09 1.2199e+07
0.055 1.2983e+09 1.2043e+07
0.056 1.2524e+09 1.1892e+07
0.057 1.2443e+09 1.1743e+07
0.058 1.2432e+09 1.1598e+07
0.059 1.208e+09 1.1455e+07
0.06 1.2128e+09 1.1316e+07
0.061 1.1939e+09 1.1179e+07
0.062 1.1702e+09 1.1045e+07
0.063 1.1638e+09 1.0914e+07
0.064 1.1293e+09 1.0785e+07
0.065 1.1223e+09 1.0658e+07
0.066 1.1009e+09 1.0534e+07
0.067 1.0979e+09 1.0412e+07
0.068 1.0823e+09 1.0292e+07
0.069 1.0772e+09 1.0174e+07
0.07 1.0685e+09 1.0059e+07
0.071 1.0356e+09 9.9452e+06
0.072 1.0343e+09 9.8337e+06
0.073 1.0005e+09 9.7241e+06
0.074 9.7477e+08 9.6163e+06
0.075 9.8152e+08 9.5104e+06
0.076 9.6623e+08 9.4062e+06
0.077 9.7098e+08 9.3038e+06
0.078 9.4621e+08 9.2031e+06
0.079 9.1169e+08 9.1041e+06
0.08 8.9721e+08 9.0067e+06
0.081 8.7488e+08 8.9108e+06
0.082 8.9253e+08 8.8166e+06
0.083 8.5567e+08 8.7239e+06
0.084 8.4524e+08 8.6326e+06
0.085 8.2688e+08 8.5429e+06
0.086 8.0895e+08 8.4546e+06
0.087 7.9243e+08 8.3677e+06
0.088 7.9653e+08 8.2823e+06
0.089 7.7968e+08 8.1982e+06
0.09 7.5509e+08 8.1154e+06
0.091 7.4137e+08 8.034e+06
0.092 7.3438e+08 7.9539e+06
0.093 7.2757e+08 7.875e+06
0.094 7.1158e+08 7.7975e+06
0.095 6.9842e+08 7.7211e+06
0.096 6.7822e+08 7.6461e+06
0.097 6.6417e+08 7.5722e+06
0.098 6.4359e+08 7.4995e+06
0.099 6.4784e+08 7.428e+06
0.1 6.39e+08 7.3576e+06
0.101 6.1075e+08 7.2884e+06
0.102 6.0331e+08 7.2203e+06
0.103 5.9416e+08 7.1533e+06
